doc_id,title,field,extracted_value,evidence,manual_correct,comment
28,S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration,research_tasks,planning,"S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration. | Multi-frame story illustration requires long-horizon coherence beyond single-image text-to-image generation, including narrative decomposition and persistent character identity, layout, and affect across frames. | We propose Story-to-Executable Descriptions (S2ED), a training-free, model-agnostic, prompt-layer framework that converts a full story into a sequence of explicit, editable executable descriptions for more consistent rendering.",1,Supported by title/abstract evidence.
28,S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration,methods,prompting,"S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration. | Multi-frame story illustration requires long-horizon coherence beyond single-image text-to-image generation, including narrative decomposition and persistent character identity, layout, and affect across frames. | We propose Story-to-Executable Descriptions (S2ED), a training-free, model-agnostic, prompt-layer framework that converts a full story into a sequence of explicit, editable executable descriptions for more consistent rendering.",1,Supported by title/abstract evidence.
28,S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration,tfidf_keyphrases,s2ed; story; character; descriptions; executable; narrative; and; affect,"S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration. | Multi-frame story illustration requires long-horizon coherence beyond single-image text-to-image generation, including narrative decomposition and persistent character identity, layout, and affect across frames. | We propose Story-to-Executable Descriptions (S2ED), a training-free, model-agnostic, prompt-layer framework that converts a full story into a sequence of explicit, editable executable descriptions for more consistent rendering.",1,Supported by title/abstract evidence.
28,S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration,sustainability_points,human/social impact,"S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration. | Multi-frame story illustration requires long-horizon coherence beyond single-image text-to-image generation, including narrative decomposition and persistent character identity, layout, and affect across frames. | We propose Story-to-Executable Descriptions (S2ED), a training-free, model-agnostic, prompt-layer framework that converts a full story into a sequence of explicit, editable executable descriptions for more consistent rendering.",0,False positive: story illustration consistency is not a social-impact point.
28,S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration,system_names,S2ED,"S2ED: From Story to Executable Descriptions for Consistency-Aware Story Illustration. | Multi-frame story illustration requires long-horizon coherence beyond single-image text-to-image generation, including narrative decomposition and persistent character identity, layout, and affect across frames. | We propose Story-to-Executable Descriptions (S2ED), a training-free, model-agnostic, prompt-layer framework that converts a full story into a sequence of explicit, editable executable descriptions for more consistent rendering.",1,Supported by title/abstract evidence.
29,Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings,methods,large language models,"Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings. | We present Epicure, a family of three sibling skip-gram ingredient embeddings retrained from scratch on a multilingual recipe corpus. | We aggregate 4.14M recipes from 11 sources spanning seven languages, English, Chinese, Russian, Vietnamese, Spanish, Turkish, Indonesian, German, and Indian-English, and normalise the raw ingredient strings to 1,790 canonical entries via an LLM-augmented pipeline.",1,Supported by title/abstract evidence.
29,Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings,tfidf_keyphrases,ingredient; walks; typed; compound; epicure; ingredient-ingredient; graph; edge,"Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings. | We present Epicure, a family of three sibling skip-gram ingredient embeddings retrained from scratch on a multilingual recipe corpus. | We aggregate 4.14M recipes from 11 sources spanning seven languages, English, Chinese, Russian, Vietnamese, Spanish, Turkish, Indonesian, German, and Indian-English, and normalise the raw ingredient strings to 1,790 canonical entries via an LLM-augmented pipeline.",1,Supported by title/abstract evidence.
29,Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings,application_domains,science,"Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings. | We present Epicure, a family of three sibling skip-gram ingredient embeddings retrained from scratch on a multilingual recipe corpus. | We aggregate 4.14M recipes from 11 sources spanning seven languages, English, Chinese, Russian, Vietnamese, Spanish, Turkish, Indonesian, German, and Indian-English, and normalise the raw ingredient strings to 1,790 canonical entries via an LLM-augmented pipeline.",1,Supported by title/abstract evidence.
29,Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings,system_names,LLM-; NPMI,"Epicure: Navigating the Emergent Geometry of Food Ingredient Embeddings. | We present Epicure, a family of three sibling skip-gram ingredient embeddings retrained from scratch on a multilingual recipe corpus. | We aggregate 4.14M recipes from 11 sources spanning seven languages, English, Chinese, Russian, Vietnamese, Spanish, Turkish, Indonesian, German, and Indian-English, and normalise the raw ingredient strings to 1,790 canonical entries via an LLM-augmented pipeline.",0,"Partly invalid: NPMI is valid, but LLM- is truncated."
30,Scaling Observation-aware Planning in Uncertain Domains,research_tasks,planning,"Scaling Observation-aware Planning in Uncertain Domains. | Deciding which sensing capabilities to deploy on an agent in uncertain domains is a fundamental engineering challenge, in which one balances task achievability against the high costs of hardware and processing. | This problem has previously been formalized as the Optimal Observability Problem (OOP), based on the well-known Partially Observable Markov Decision Process (POMDP) model for decision-making.",1,Supported by title/abstract evidence.
30,Scaling Observation-aware Planning in Uncertain Domains,tfidf_keyphrases,problem; oop; observability; uncertain; solving; improving; the; achievability,"Scaling Observation-aware Planning in Uncertain Domains. | Deciding which sensing capabilities to deploy on an agent in uncertain domains is a fundamental engineering challenge, in which one balances task achievability against the high costs of hardware and processing. | This problem has previously been formalized as the Optimal Observability Problem (OOP), based on the well-known Partially Observable Markov Decision Process (POMDP) model for decision-making.",1,Supported by title/abstract evidence.
30,Scaling Observation-aware Planning in Uncertain Domains,system_names,OOP; POMDP; POP; SSP,"Scaling Observation-aware Planning in Uncertain Domains. | Deciding which sensing capabilities to deploy on an agent in uncertain domains is a fundamental engineering challenge, in which one balances task achievability against the high costs of hardware and processing. | This problem has previously been formalized as the Optimal Observability Problem (OOP), based on the well-known Partially Observable Markov Decision Process (POMDP) model for decision-making.",1,Supported by title/abstract evidence.
